model,interval_start_datetime,predicted_call_volume
gradient_boosting,2026-01-22T04:00:00,65.9572
gradient_boosting,2026-01-22T04:30:00,61.9095
gradient_boosting,2026-01-22T05:00:00,62.6174
gradient_boosting,2026-01-22T05:30:00,68.1233
gradient_boosting,2026-01-22T06:00:00,77.4363
gradient_boosting,2026-01-22T06:30:00,93.3088
gradient_boosting,2026-01-22T07:00:00,119.1930
gradient_boosting,2026-01-22T07:30:00,182.8773
gradient_boosting,2026-01-22T08:00:00,228.2064
gradient_boosting,2026-01-22T08:30:00,240.2430
gradient_boosting,2026-01-22T09:00:00,274.1933
gradient_boosting,2026-01-22T09:30:00,273.5384
gradient_boosting,2026-01-22T10:00:00,277.7107
gradient_boosting,2026-01-22T10:30:00,283.0128
gradient_boosting,2026-01-22T11:00:00,283.0128
gradient_boosting,2026-01-22T11:30:00,275.6725
gradient_boosting,2026-01-22T12:00:00,276.4603
gradient_boosting,2026-01-22T12:30:00,276.4603
gradient_boosting,2026-01-22T13:00:00,276.4603
gradient_boosting,2026-01-22T13:30:00,276.4603
gradient_boosting,2026-01-22T14:00:00,276.4603
gradient_boosting,2026-01-22T14:30:00,276.4603
gradient_boosting,2026-01-22T15:00:00,274.3813
gradient_boosting,2026-01-22T15:30:00,264.7856
gradient_boosting,2026-01-22T16:00:00,246.3583
gradient_boosting,2026-01-22T16:30:00,225.5205
gradient_boosting,2026-01-22T17:00:00,212.7778
gradient_boosting,2026-01-22T17:30:00,211.4311
gradient_boosting,2026-01-22T18:00:00,208.4083
gradient_boosting,2026-01-22T18:30:00,204.1657
gradient_boosting,2026-01-22T19:00:00,204.1657
gradient_boosting,2026-01-22T19:30:00,203.0485
gradient_boosting,2026-01-22T20:00:00,205.1368
gradient_boosting,2026-01-22T20:30:00,204.1657
gradient_boosting,2026-01-22T21:00:00,205.1368
gradient_boosting,2026-01-22T21:30:00,205.1368
gradient_boosting,2026-01-22T22:00:00,205.1368
gradient_boosting,2026-01-22T22:30:00,205.1368
gradient_boosting,2026-01-22T23:00:00,204.1657
gradient_boosting,2026-01-22T23:30:00,195.3002
gradient_boosting,2026-01-23T00:00:00,190.2468
gradient_boosting,2026-01-23T00:30:00,180.0760
gradient_boosting,2026-01-23T01:00:00,156.2444
gradient_boosting,2026-01-23T01:30:00,87.1321
gradient_boosting,2026-01-23T02:00:00,74.6298
gradient_boosting,2026-01-23T02:30:00,70.9581
gradient_boosting,2026-01-23T03:00:00,70.9581
gradient_boosting,2026-01-23T03:30:00,62.6174
gradient_boosting,2026-01-23T04:00:00,62.6174
gradient_boosting,2026-01-23T04:30:00,62.6174
gradient_boosting,2026-01-23T05:00:00,65.9572
gradient_boosting,2026-01-23T05:30:00,68.1233
gradient_boosting,2026-01-23T06:00:00,77.4363
gradient_boosting,2026-01-23T06:30:00,162.5875
gradient_boosting,2026-01-23T07:00:00,170.5598
gradient_boosting,2026-01-23T07:30:00,210.0419
gradient_boosting,2026-01-23T08:00:00,251.7842
gradient_boosting,2026-01-23T08:30:00,264.5401
gradient_boosting,2026-01-23T09:00:00,282.1500
gradient_boosting,2026-01-23T09:30:00,290.9761
gradient_boosting,2026-01-23T10:00:00,290.9761
gradient_boosting,2026-01-23T10:30:00,290.9761
gradient_boosting,2026-01-23T11:00:00,290.9761
gradient_boosting,2026-01-23T11:30:00,290.9761
gradient_boosting,2026-01-23T12:00:00,289.7257
gradient_boosting,2026-01-23T12:30:00,289.7257
gradient_boosting,2026-01-23T13:00:00,284.4170
gradient_boosting,2026-01-23T13:30:00,289.7257
gradient_boosting,2026-01-23T14:00:00,289.7257
gradient_boosting,2026-01-23T14:30:00,289.7257
gradient_boosting,2026-01-23T15:00:00,287.6467
gradient_boosting,2026-01-23T15:30:00,272.1259
gradient_boosting,2026-01-23T16:00:00,257.4879
gradient_boosting,2026-01-23T16:30:00,236.6498
gradient_boosting,2026-01-23T17:00:00,219.6697
gradient_boosting,2026-01-23T17:30:00,214.8700
gradient_boosting,2026-01-23T18:00:00,209.9598
gradient_boosting,2026-01-23T18:30:00,206.6883
gradient_boosting,2026-01-23T19:00:00,206.6883
gradient_boosting,2026-01-23T19:30:00,205.1368
gradient_boosting,2026-01-23T20:00:00,206.6883
gradient_boosting,2026-01-23T20:30:00,204.1657
gradient_boosting,2026-01-23T21:00:00,205.1368
gradient_boosting,2026-01-23T21:30:00,206.6883
gradient_boosting,2026-01-23T22:00:00,205.1368
gradient_boosting,2026-01-23T22:30:00,205.1368
gradient_boosting,2026-01-23T23:00:00,206.6883
gradient_boosting,2026-01-23T23:30:00,195.3002
gradient_boosting,2026-01-24T00:00:00,193.2649
gradient_boosting,2026-01-24T00:30:00,180.6106
gradient_boosting,2026-01-24T01:00:00,167.3277
gradient_boosting,2026-01-24T01:30:00,97.3447
gradient_boosting,2026-01-24T02:00:00,73.7001
gradient_boosting,2026-01-24T02:30:00,72.8566
gradient_boosting,2026-01-24T03:00:00,72.8566
gradient_boosting,2026-01-24T03:30:00,63.1520
gradient_boosting,2026-01-24T04:00:00,63.1520
gradient_boosting,2026-01-24T04:30:00,63.1520
gradient_boosting,2026-01-24T05:00:00,63.1520
gradient_boosting,2026-01-24T05:30:00,70.8962
gradient_boosting,2026-01-24T06:00:00,84.9326
gradient_boosting,2026-01-24T06:30:00,108.2830
gradient_boosting,2026-01-24T07:00:00,147.9826
gradient_boosting,2026-01-24T07:30:00,171.8394
gradient_boosting,2026-01-24T08:00:00,199.8064
gradient_boosting,2026-01-24T08:30:00,221.1359
gradient_boosting,2026-01-24T09:00:00,228.3472
gradient_boosting,2026-01-24T09:30:00,228.1140
gradient_boosting,2026-01-24T10:00:00,234.7666
gradient_boosting,2026-01-24T10:30:00,234.7666
gradient_boosting,2026-01-24T11:00:00,228.1140
gradient_boosting,2026-01-24T11:30:00,233.4808
gradient_boosting,2026-01-24T12:00:00,232.2305
gradient_boosting,2026-01-24T12:30:00,233.5163
gradient_boosting,2026-01-24T13:00:00,232.2305
gradient_boosting,2026-01-24T13:30:00,226.8637
gradient_boosting,2026-01-24T14:00:00,232.2305
gradient_boosting,2026-01-24T14:30:00,233.5163
gradient_boosting,2026-01-24T15:00:00,228.5352
gradient_boosting,2026-01-24T15:30:00,233.2632
gradient_boosting,2026-01-24T16:00:00,217.2873
gradient_boosting,2026-01-24T16:30:00,209.1826
gradient_boosting,2026-01-24T17:00:00,214.1592
gradient_boosting,2026-01-24T17:30:00,217.3711
gradient_boosting,2026-01-24T18:00:00,209.9598
gradient_boosting,2026-01-24T18:30:00,205.6714
gradient_boosting,2026-01-24T19:00:00,207.2229
gradient_boosting,2026-01-24T19:30:00,207.2229
gradient_boosting,2026-01-24T20:00:00,207.2229
gradient_boosting,2026-01-24T20:30:00,207.2229
gradient_boosting,2026-01-24T21:00:00,207.2229
gradient_boosting,2026-01-24T21:30:00,207.2229
gradient_boosting,2026-01-24T22:00:00,207.2229
gradient_boosting,2026-01-24T22:30:00,207.2229
gradient_boosting,2026-01-24T23:00:00,207.2229
gradient_boosting,2026-01-24T23:30:00,200.0957
gradient_boosting,2026-01-25T00:00:00,192.4842
gradient_boosting,2026-01-25T00:30:00,177.5377
gradient_boosting,2026-01-25T01:00:00,179.2568
gradient_boosting,2026-01-25T01:30:00,141.3456
gradient_boosting,2026-01-25T02:00:00,85.2800
gradient_boosting,2026-01-25T02:30:00,73.0501
gradient_boosting,2026-01-25T03:00:00,74.5144
gradient_boosting,2026-01-25T03:30:00,62.4441
gradient_boosting,2026-01-25T04:00:00,62.4441
gradient_boosting,2026-01-25T04:30:00,62.4441
gradient_boosting,2026-01-25T05:00:00,62.4441
gradient_boosting,2026-01-25T05:30:00,65.3181
gradient_boosting,2026-01-25T06:00:00,77.4363
gradient_boosting,2026-01-25T06:30:00,99.6091
gradient_boosting,2026-01-25T07:00:00,168.5023
gradient_boosting,2026-01-25T07:30:00,189.3284
gradient_boosting,2026-01-25T08:00:00,202.1305
gradient_boosting,2026-01-25T08:30:00,221.1359
gradient_boosting,2026-01-25T09:00:00,235.1934
gradient_boosting,2026-01-25T09:30:00,234.9602
gradient_boosting,2026-01-25T10:00:00,234.9602
gradient_boosting,2026-01-25T10:30:00,234.9602
gradient_boosting,2026-01-25T11:00:00,234.9602
gradient_boosting,2026-01-25T11:30:00,233.6744
gradient_boosting,2026-01-25T12:00:00,232.4240
gradient_boosting,2026-01-25T12:30:00,233.7098
gradient_boosting,2026-01-25T13:00:00,232.4240
gradient_boosting,2026-01-25T13:30:00,232.4240
gradient_boosting,2026-01-25T14:00:00,232.4240
gradient_boosting,2026-01-25T14:30:00,232.4240
gradient_boosting,2026-01-25T15:00:00,244.3769
gradient_boosting,2026-01-25T15:30:00,228.0900
gradient_boosting,2026-01-25T16:00:00,221.9577
gradient_boosting,2026-01-25T16:30:00,209.3762
gradient_boosting,2026-01-25T17:00:00,214.3528
gradient_boosting,2026-01-25T17:30:00,214.1117
gradient_boosting,2026-01-25T18:00:00,213.5923
gradient_boosting,2026-01-25T18:30:00,205.8649
gradient_boosting,2026-01-25T19:00:00,205.8649
gradient_boosting,2026-01-25T19:30:00,204.8938
gradient_boosting,2026-01-25T20:00:00,204.8938
gradient_boosting,2026-01-25T20:30:00,205.8649
gradient_boosting,2026-01-25T21:00:00,205.8649
gradient_boosting,2026-01-25T21:30:00,204.8938
gradient_boosting,2026-01-25T22:00:00,205.8649
gradient_boosting,2026-01-25T22:30:00,205.8649
gradient_boosting,2026-01-25T23:00:00,204.8938
gradient_boosting,2026-01-25T23:30:00,195.0540
gradient_boosting,2026-01-26T00:00:00,192.9600
gradient_boosting,2026-01-26T00:30:00,173.5223
gradient_boosting,2026-01-26T01:00:00,124.3308
gradient_boosting,2026-01-26T01:30:00,86.3515
gradient_boosting,2026-01-26T02:00:00,73.0056
gradient_boosting,2026-01-26T02:30:00,66.5840
gradient_boosting,2026-01-26T03:00:00,66.5840
gradient_boosting,2026-01-26T03:30:00,62.9199
gradient_boosting,2026-01-26T04:00:00,58.6682
gradient_boosting,2026-01-26T04:30:00,57.2620
gradient_boosting,2026-01-26T05:00:00,56.8839
gradient_boosting,2026-01-26T05:30:00,59.0500
gradient_boosting,2026-01-26T06:00:00,70.0405
gradient_boosting,2026-01-26T06:30:00,86.0699
gradient_boosting,2026-01-26T07:00:00,156.5302
gradient_boosting,2026-01-26T07:30:00,194.4837
gradient_boosting,2026-01-26T08:00:00,225.7778
gradient_boosting,2026-01-26T08:30:00,245.7301
gradient_boosting,2026-01-26T09:00:00,269.0077
gradient_boosting,2026-01-26T09:30:00,276.8764
gradient_boosting,2026-01-26T10:00:00,276.8764
gradient_boosting,2026-01-26T10:30:00,276.8764
gradient_boosting,2026-01-26T11:00:00,276.8764
gradient_boosting,2026-01-26T11:30:00,276.8764
gradient_boosting,2026-01-26T12:00:00,275.6261
gradient_boosting,2026-01-26T12:30:00,275.6261
gradient_boosting,2026-01-26T13:00:00,275.6261
gradient_boosting,2026-01-26T13:30:00,275.6261
gradient_boosting,2026-01-26T14:00:00,275.6261
gradient_boosting,2026-01-26T14:30:00,275.6261
gradient_boosting,2026-01-26T15:00:00,271.4130
gradient_boosting,2026-01-26T15:30:00,254.8600
gradient_boosting,2026-01-26T16:00:00,240.9096
gradient_boosting,2026-01-26T16:30:00,226.7244
gradient_boosting,2026-01-26T17:00:00,211.4591
gradient_boosting,2026-01-26T17:30:00,210.1124
gradient_boosting,2026-01-26T18:00:00,207.5239
gradient_boosting,2026-01-26T18:30:00,204.2524
gradient_boosting,2026-01-26T19:00:00,205.3696
gradient_boosting,2026-01-26T19:30:00,205.3696
gradient_boosting,2026-01-26T20:00:00,204.2524
gradient_boosting,2026-01-26T20:30:00,206.3407
gradient_boosting,2026-01-26T21:00:00,206.3407
gradient_boosting,2026-01-26T21:30:00,206.3407
gradient_boosting,2026-01-26T22:00:00,206.3407
gradient_boosting,2026-01-26T22:30:00,206.3407
gradient_boosting,2026-01-26T23:00:00,206.3407
gradient_boosting,2026-01-26T23:30:00,196.5042
gradient_boosting,2026-01-27T00:00:00,190.4404
gradient_boosting,2026-01-27T00:30:00,177.0031
gradient_boosting,2026-01-27T01:00:00,103.2690
gradient_boosting,2026-01-27T01:30:00,85.3412
gradient_boosting,2026-01-27T02:00:00,65.7092
gradient_boosting,2026-01-27T02:30:00,63.4465
gradient_boosting,2026-01-27T03:00:00,64.8657
gradient_boosting,2026-01-27T03:30:00,55.8735
gradient_boosting,2026-01-27T04:00:00,55.8735
gradient_boosting,2026-01-27T04:30:00,57.6578
gradient_boosting,2026-01-27T05:00:00,57.6578
gradient_boosting,2026-01-27T05:30:00,64.0756
gradient_boosting,2026-01-27T06:00:00,77.4363
gradient_boosting,2026-01-27T06:30:00,162.5875
gradient_boosting,2026-01-27T07:00:00,177.8041
gradient_boosting,2026-01-27T07:30:00,208.4903
gradient_boosting,2026-01-27T08:00:00,249.5670
gradient_boosting,2026-01-27T08:30:00,264.5401
gradient_boosting,2026-01-27T09:00:00,282.3435
gradient_boosting,2026-01-27T09:30:00,291.1697
gradient_boosting,2026-01-27T10:00:00,291.1697
gradient_boosting,2026-01-27T10:30:00,291.1697
gradient_boosting,2026-01-27T11:00:00,291.1697
gradient_boosting,2026-01-27T11:30:00,291.1697
gradient_boosting,2026-01-27T12:00:00,284.6106
gradient_boosting,2026-01-27T12:30:00,284.6106
gradient_boosting,2026-01-27T13:00:00,284.6106
gradient_boosting,2026-01-27T13:30:00,284.6106
gradient_boosting,2026-01-27T14:00:00,284.6106
gradient_boosting,2026-01-27T14:30:00,281.9560
gradient_boosting,2026-01-27T15:00:00,282.5315
gradient_boosting,2026-01-27T15:30:00,267.0174
gradient_boosting,2026-01-27T16:00:00,255.5474
gradient_boosting,2026-01-27T16:30:00,230.1908
gradient_boosting,2026-01-27T17:00:00,216.4103
gradient_boosting,2026-01-27T17:30:00,218.5165
gradient_boosting,2026-01-27T18:00:00,208.6018
gradient_boosting,2026-01-27T18:30:00,204.3592
gradient_boosting,2026-01-27T19:00:00,204.3592
gradient_boosting,2026-01-27T19:30:00,204.3592
gradient_boosting,2026-01-27T20:00:00,204.3592
gradient_boosting,2026-01-27T20:30:00,204.3592
gradient_boosting,2026-01-27T21:00:00,204.3592
gradient_boosting,2026-01-27T21:30:00,204.3592
gradient_boosting,2026-01-27T22:00:00,204.3592
gradient_boosting,2026-01-27T22:30:00,204.3592
gradient_boosting,2026-01-27T23:00:00,204.3592
gradient_boosting,2026-01-27T23:30:00,194.1880
gradient_boosting,2026-01-28T00:00:00,190.2468
gradient_boosting,2026-01-28T00:30:00,180.0760
gradient_boosting,2026-01-28T01:00:00,107.4214
gradient_boosting,2026-01-28T01:30:00,81.3087
gradient_boosting,2026-01-28T02:00:00,65.5156
gradient_boosting,2026-01-28T02:30:00,64.6721
gradient_boosting,2026-01-28T03:00:00,64.6721
gradient_boosting,2026-01-28T03:30:00,55.8735
gradient_boosting,2026-01-28T04:00:00,57.6578
gradient_boosting,2026-01-28T04:30:00,61.9095
gradient_boosting,2026-01-28T05:00:00,57.6578
gradient_boosting,2026-01-28T05:30:00,62.6564
gradient_boosting,2026-01-28T06:00:00,72.3699
gradient_boosting,2026-01-28T06:30:00,100.5610
gradient_boosting,2026-01-28T07:00:00,170.5598
gradient_boosting,2026-01-28T07:30:00,205.3466
gradient_boosting,2026-01-28T08:00:00,249.5670
gradient_boosting,2026-01-28T08:30:00,262.5019
gradient_boosting,2026-01-28T09:00:00,279.4954
gradient_boosting,2026-01-28T09:30:00,290.9761
gradient_boosting,2026-01-28T10:00:00,290.9761
gradient_boosting,2026-01-28T10:30:00,290.9761
gradient_boosting,2026-01-28T11:00:00,290.9761
gradient_boosting,2026-01-28T11:30:00,290.9761
gradient_boosting,2026-01-28T12:00:00,281.7624
gradient_boosting,2026-01-28T12:30:00,281.7624
gradient_boosting,2026-01-28T13:00:00,281.7624
gradient_boosting,2026-01-28T13:30:00,281.7624
gradient_boosting,2026-01-28T14:00:00,281.7624
gradient_boosting,2026-01-28T14:30:00,284.4170
gradient_boosting,2026-01-28T15:00:00,279.6834
gradient_boosting,2026-01-28T15:30:00,264.7856
gradient_boosting,2026-01-28T16:00:00,245.0725
gradient_boosting,2026-01-28T16:30:00,225.5205
gradient_boosting,2026-01-28T17:00:00,212.7778
gradient_boosting,2026-01-28T17:30:00,211.4311
gradient_boosting,2026-01-28T18:00:00,207.4371
gradient_boosting,2026-01-28T18:30:00,204.1657
gradient_boosting,2026-01-28T19:00:00,204.1657
gradient_boosting,2026-01-28T19:30:00,204.1657
gradient_boosting,2026-01-28T20:00:00,204.1657
gradient_boosting,2026-01-28T20:30:00,204.1657
gradient_boosting,2026-01-28T21:00:00,204.1657
gradient_boosting,2026-01-28T21:30:00,204.1657
gradient_boosting,2026-01-28T22:00:00,204.1657
gradient_boosting,2026-01-28T22:30:00,204.1657
gradient_boosting,2026-01-28T23:00:00,204.1657
gradient_boosting,2026-01-28T23:30:00,193.9944
gradient_boosting,2026-01-29T00:00:00,191.7560
gradient_boosting,2026-01-29T00:30:00,180.0760
gradient_boosting,2026-01-29T01:00:00,178.5286
gradient_boosting,2026-01-29T01:30:00,160.5279
gradient_boosting,2026-01-29T02:00:00,82.1260
gradient_boosting,2026-01-29T02:30:00,113.1804
gradient_boosting,2026-01-29T03:00:00,73.7862
gradient_boosting,2026-01-29T03:30:00,61.9095
gradient_boosting,2026-01-29T04:00:00,61.9095
gradient_boosting,2026-01-29T04:30:00,57.6578
gradient_boosting,2026-01-29T05:00:00,57.6578
gradient_boosting,2026-01-29T05:30:00,64.0756
gradient_boosting,2026-01-29T06:00:00,72.3699
gradient_boosting,2026-01-29T06:30:00,88.8985
gradient_boosting,2026-01-29T07:00:00,119.1930
gradient_boosting,2026-01-29T07:30:00,190.1216
gradient_boosting,2026-01-29T08:00:00,231.6593
gradient_boosting,2026-01-29T08:30:00,244.7197
gradient_boosting,2026-01-29T09:00:00,274.1933
gradient_boosting,2026-01-29T09:30:00,277.7107
gradient_boosting,2026-01-29T10:00:00,283.0128
gradient_boosting,2026-01-29T10:30:00,283.0128
gradient_boosting,2026-01-29T11:00:00,283.0128
gradient_boosting,2026-01-29T11:30:00,283.0128
gradient_boosting,2026-01-29T12:00:00,281.7624
gradient_boosting,2026-01-29T12:30:00,281.7624
gradient_boosting,2026-01-29T13:00:00,281.7624
gradient_boosting,2026-01-29T13:30:00,281.7624
gradient_boosting,2026-01-29T14:00:00,281.7624
gradient_boosting,2026-01-29T14:30:00,281.7624
gradient_boosting,2026-01-29T15:00:00,274.3813
gradient_boosting,2026-01-29T15:30:00,264.7856
gradient_boosting,2026-01-29T16:00:00,246.3583
gradient_boosting,2026-01-29T16:30:00,225.5205
gradient_boosting,2026-01-29T17:00:00,211.2263
gradient_boosting,2026-01-29T17:30:00,209.8795
gradient_boosting,2026-01-29T18:00:00,207.4371
gradient_boosting,2026-01-29T18:30:00,204.1657
gradient_boosting,2026-01-29T19:00:00,204.1657
gradient_boosting,2026-01-29T19:30:00,204.1657
gradient_boosting,2026-01-29T20:00:00,204.1657
gradient_boosting,2026-01-29T20:30:00,204.1657
gradient_boosting,2026-01-29T21:00:00,204.1657
gradient_boosting,2026-01-29T21:30:00,204.1657
gradient_boosting,2026-01-29T22:00:00,204.1657
gradient_boosting,2026-01-29T22:30:00,204.1657
gradient_boosting,2026-01-29T23:00:00,204.1657
gradient_boosting,2026-01-29T23:30:00,193.9944
gradient_boosting,2026-01-30T00:00:00,190.2468
gradient_boosting,2026-01-30T00:30:00,180.0760
gradient_boosting,2026-01-30T01:00:00,158.4380
gradient_boosting,2026-01-30T01:30:00,81.3087
gradient_boosting,2026-01-30T02:00:00,69.5634
gradient_boosting,2026-01-30T02:30:00,65.3801
gradient_boosting,2026-01-30T03:00:00,65.3801
gradient_boosting,2026-01-30T03:30:00,57.6578
gradient_boosting,2026-01-30T04:00:00,57.6578
gradient_boosting,2026-01-30T04:30:00,57.6578
gradient_boosting,2026-01-30T05:00:00,61.9095
gradient_boosting,2026-01-30T05:30:00,64.0756
gradient_boosting,2026-01-30T06:00:00,72.3699
gradient_boosting,2026-01-30T06:30:00,162.5875
gradient_boosting,2026-01-30T07:00:00,170.5598
gradient_boosting,2026-01-30T07:30:00,208.4903
gradient_boosting,2026-01-30T08:00:00,249.5670
gradient_boosting,2026-01-30T08:30:00,262.5019
gradient_boosting,2026-01-30T09:00:00,279.4954
gradient_boosting,2026-01-30T09:30:00,290.9761
gradient_boosting,2026-01-30T10:00:00,290.9761
gradient_boosting,2026-01-30T10:30:00,290.9761
gradient_boosting,2026-01-30T11:00:00,290.9761
gradient_boosting,2026-01-30T11:30:00,290.9761
gradient_boosting,2026-01-30T12:00:00,284.4170
gradient_boosting,2026-01-30T12:30:00,284.4170
gradient_boosting,2026-01-30T13:00:00,281.7624
gradient_boosting,2026-01-30T13:30:00,284.4170
gradient_boosting,2026-01-30T14:00:00,284.4170
gradient_boosting,2026-01-30T14:30:00,284.4170
gradient_boosting,2026-01-30T15:00:00,282.3380
gradient_boosting,2026-01-30T15:30:00,266.8238
gradient_boosting,2026-01-30T16:00:00,255.3538
gradient_boosting,2026-01-30T16:30:00,229.9972
gradient_boosting,2026-01-30T17:00:00,216.2168
gradient_boosting,2026-01-30T17:30:00,211.4311
gradient_boosting,2026-01-30T18:00:00,208.4083
gradient_boosting,2026-01-30T18:30:00,204.1657
gradient_boosting,2026-01-30T19:00:00,204.1657
gradient_boosting,2026-01-30T19:30:00,204.1657
gradient_boosting,2026-01-30T20:00:00,204.1657
gradient_boosting,2026-01-30T20:30:00,204.1657
gradient_boosting,2026-01-30T21:00:00,204.1657
gradient_boosting,2026-01-30T21:30:00,204.1657
gradient_boosting,2026-01-30T22:00:00,204.1657
gradient_boosting,2026-01-30T22:30:00,204.1657
gradient_boosting,2026-01-30T23:00:00,204.1657
gradient_boosting,2026-01-30T23:30:00,193.9944
gradient_boosting,2026-01-31T00:00:00,190.7814
gradient_boosting,2026-01-31T00:30:00,180.6106
gradient_boosting,2026-01-31T01:00:00,167.3277
gradient_boosting,2026-01-31T01:30:00,87.6667
gradient_boosting,2026-01-31T02:00:00,70.0979
gradient_boosting,2026-01-31T02:30:00,69.2544
gradient_boosting,2026-01-31T03:00:00,69.2544
gradient_boosting,2026-01-31T03:30:00,58.1924
gradient_boosting,2026-01-31T04:00:00,58.1924
gradient_boosting,2026-01-31T04:30:00,58.1924
gradient_boosting,2026-01-31T05:00:00,58.1924
gradient_boosting,2026-01-31T05:30:00,65.3181
gradient_boosting,2026-01-31T06:00:00,77.4363
gradient_boosting,2026-01-31T06:30:00,99.6091
gradient_boosting,2026-01-31T07:00:00,147.9826
gradient_boosting,2026-01-31T07:30:00,171.8394
gradient_boosting,2026-01-31T08:00:00,199.8064
gradient_boosting,2026-01-31T08:30:00,217.6830
gradient_boosting,2026-01-31T09:00:00,223.8704
gradient_boosting,2026-01-31T09:30:00,223.6373
gradient_boosting,2026-01-31T10:00:00,228.1140
gradient_boosting,2026-01-31T10:30:00,228.1140
gradient_boosting,2026-01-31T11:00:00,223.6373
gradient_boosting,2026-01-31T11:30:00,223.6373
gradient_boosting,2026-01-31T12:00:00,222.3869
gradient_boosting,2026-01-31T12:30:00,226.8637
gradient_boosting,2026-01-31T13:00:00,222.3869
gradient_boosting,2026-01-31T13:30:00,222.3869
gradient_boosting,2026-01-31T14:00:00,222.3869
gradient_boosting,2026-01-31T14:30:00,226.8637
gradient_boosting,2026-01-31T15:00:00,224.0585
gradient_boosting,2026-01-31T15:30:00,223.4197
gradient_boosting,2026-01-31T16:00:00,210.3955
gradient_boosting,2026-01-31T16:30:00,206.0392
gradient_boosting,2026-01-31T17:00:00,210.7203
gradient_boosting,2026-01-31T17:30:00,210.4792
gradient_boosting,2026-01-31T18:00:00,208.4083
gradient_boosting,2026-01-31T18:30:00,204.7002
gradient_boosting,2026-01-31T19:00:00,204.7002
gradient_boosting,2026-01-31T19:30:00,204.7002
gradient_boosting,2026-01-31T20:00:00,204.7002
gradient_boosting,2026-01-31T20:30:00,204.7002
gradient_boosting,2026-01-31T21:00:00,204.7002
gradient_boosting,2026-01-31T21:30:00,204.7002
gradient_boosting,2026-01-31T22:00:00,204.7002
gradient_boosting,2026-01-31T22:30:00,204.7002
gradient_boosting,2026-01-31T23:00:00,204.7002
gradient_boosting,2026-01-31T23:30:00,195.8348
hist_gradient_boosting,2026-01-01T00:00:00,294.5043
hist_gradient_boosting,2026-01-01T00:30:00,225.8174
hist_gradient_boosting,2026-01-01T01:00:00,197.2114
hist_gradient_boosting,2026-01-01T01:30:00,167.1441
hist_gradient_boosting,2026-01-01T02:00:00,135.3716
hist_gradient_boosting,2026-01-01T02:30:00,137.0532
hist_gradient_boosting,2026-01-01T03:00:00,120.2663
hist_gradient_boosting,2026-01-01T03:30:00,86.6239
hist_gradient_boosting,2026-01-01T04:00:00,84.7446
hist_gradient_boosting,2026-01-01T04:30:00,78.3332
hist_gradient_boosting,2026-01-01T05:00:00,81.7596
hist_gradient_boosting,2026-01-01T05:30:00,78.2997
hist_gradient_boosting,2026-01-01T06:00:00,85.9189
hist_gradient_boosting,2026-01-01T06:30:00,82.5648
hist_gradient_boosting,2026-01-01T07:00:00,115.2417
hist_gradient_boosting,2026-01-01T07:30:00,148.2788
hist_gradient_boosting,2026-01-01T08:00:00,170.8284
hist_gradient_boosting,2026-01-01T08:30:00,199.0996
hist_gradient_boosting,2026-01-01T09:00:00,251.3410
hist_gradient_boosting,2026-01-01T09:30:00,197.0010
hist_gradient_boosting,2026-01-01T10:00:00,264.8896
hist_gradient_boosting,2026-01-01T10:30:00,269.3053
hist_gradient_boosting,2026-01-01T11:00:00,268.4778
hist_gradient_boosting,2026-01-01T11:30:00,218.5774
hist_gradient_boosting,2026-01-01T12:00:00,255.5537
hist_gradient_boosting,2026-01-01T12:30:00,250.1475
hist_gradient_boosting,2026-01-01T13:00:00,222.1121
hist_gradient_boosting,2026-01-01T13:30:00,240.4364
hist_gradient_boosting,2026-01-01T14:00:00,230.1747
hist_gradient_boosting,2026-01-01T14:30:00,222.1121
hist_gradient_boosting,2026-01-01T15:00:00,225.8222
hist_gradient_boosting,2026-01-01T15:30:00,239.8251
hist_gradient_boosting,2026-01-01T16:00:00,208.8076
hist_gradient_boosting,2026-01-01T16:30:00,197.9030
hist_gradient_boosting,2026-01-01T17:00:00,201.5159
hist_gradient_boosting,2026-01-01T17:30:00,196.9165
hist_gradient_boosting,2026-01-01T18:00:00,218.4826
hist_gradient_boosting,2026-01-01T18:30:00,206.1365
hist_gradient_boosting,2026-01-01T19:00:00,197.1851
hist_gradient_boosting,2026-01-01T19:30:00,182.0405
hist_gradient_boosting,2026-01-01T20:00:00,224.4633
hist_gradient_boosting,2026-01-01T20:30:00,224.6911
hist_gradient_boosting,2026-01-01T21:00:00,231.3884
hist_gradient_boosting,2026-01-01T21:30:00,235.5109
hist_gradient_boosting,2026-01-01T22:00:00,235.5109
hist_gradient_boosting,2026-01-01T22:30:00,230.7725
hist_gradient_boosting,2026-01-01T23:00:00,220.1910
hist_gradient_boosting,2026-01-01T23:30:00,202.5534
hist_gradient_boosting,2026-01-02T00:00:00,183.4256
hist_gradient_boosting,2026-01-02T00:30:00,174.1036
hist_gradient_boosting,2026-01-02T01:00:00,147.1940
hist_gradient_boosting,2026-01-02T01:30:00,109.2582
hist_gradient_boosting,2026-01-02T02:00:00,100.8658
hist_gradient_boosting,2026-01-02T02:30:00,94.1015
hist_gradient_boosting,2026-01-02T03:00:00,93.9793
hist_gradient_boosting,2026-01-02T03:30:00,78.2923
hist_gradient_boosting,2026-01-02T04:00:00,78.2923
hist_gradient_boosting,2026-01-02T04:30:00,76.8853
